"DateTime","Players","Average Players"
"2021-10-25 00:00:00",73172,
"2021-10-26 00:00:00",79864,
"2021-10-27 00:00:00",76585,
"2021-10-28 00:00:00",67264,
"2021-10-29 00:00:00",73907,
"2021-10-30 00:00:00",78610,
"2021-10-31 00:00:00",77918,
"2021-11-01 00:00:00",64904,
"2021-11-02 00:00:00",76489,
"2021-11-03 00:00:00",76328,
"2021-11-04 00:00:00",67729,
"2021-11-05 00:00:00",63883,
"2021-11-06 00:00:00",70048,
"2021-11-07 00:00:00",69444,
"2021-11-08 00:00:00",60263,
"2021-11-09 00:00:00",61400,
"2021-11-10 00:00:00",61376,
"2021-11-11 00:00:00",55104,
"2021-11-12 00:00:00",59259,
